,x,y,yaw,curve,distance
0,0.0,0.0,0.0,0.0,0.0
1,0.1,0.0,0.0,0.0,0.1
2,0.2,0.0,0.0,0.0,0.2
3,0.30000000000000004,0.0,0.0,0.0,0.30000000000000004
4,0.4,0.0,0.0,0.0,0.4
5,0.5,0.0,0.0,0.0,0.5
6,0.6000000000000001,0.0,0.0,0.0,0.6000000000000001
7,0.7000000000000001,0.0,0.0,0.0,0.7000000000000001
8,0.8,0.0,0.0,0.0,0.8
9,0.9,0.0,0.0,0.0,0.9
10,1.0,0.0,0.0,0.0,1.0
11,1.1,0.0,0.0,0.0,1.1
12,1.2000000000000002,0.0,0.0,0.0,1.2000000000000002
13,1.3,0.0,0.0,0.0,1.3
14,1.4000000000000001,0.0,0.0,0.0,1.4000000000000001
15,1.5,0.0,0.0,0.0,1.5
16,1.6,0.0,0.0,0.0,1.6
17,1.7000000000000002,0.0,0.0,0.0,1.7000000000000002
18,1.8,0.0,0.0,0.0,1.8
19,1.9000000000000001,0.0,0.0,0.0,1.9000000000000001
20,2.0,0.0,0.0,0.0,2.0
21,2.1,0.0,0.0,0.0,2.1
22,2.2,0.0,0.0,0.0,2.2
23,2.3000000000000003,0.0,0.0,0.0,2.3000000000000003
24,2.4000000000000004,0.0,0.0,0.0,2.4000000000000004
25,2.5,0.0,0.0,0.0,2.5
26,2.6,0.0,0.0,0.0,2.6
27,2.7,0.0,0.0,0.0,2.7
28,2.8000000000000003,0.0,0.0,0.0,2.8000000000000003
29,2.9000000000000004,0.0,0.0,0.0,2.9000000000000004
30,3.0,0.0,0.0,0.0,3.0
31,3.1,0.0,0.0,0.0,3.1
32,3.2,0.0,0.0,0.0,3.2
33,3.3000000000000003,0.0,0.0,0.0,3.3000000000000003
34,3.4000000000000004,0.0,0.0,0.0,3.4000000000000004
35,3.5,0.0,0.0,0.0,3.5
36,3.6,0.0,0.0,0.0,3.6
37,3.7,0.0,0.0,0.0,3.7
38,3.8000000000000003,0.0,0.0,0.0,3.8000000000000003
39,3.9000000000000004,0.0,0.0,0.0,3.9000000000000004
40,4.0,0.0,0.0,0.0,4.0
41,4.1000000000000005,0.0,0.0,0.0,4.1000000000000005
42,4.2,0.0,0.0,0.0,4.2
43,4.3,0.0,0.0,0.0,4.3
44,4.4,0.0,0.0,0.0,4.4
45,4.5,0.0,0.0,0.0,4.5
46,4.6000000000000005,0.0,0.0,0.0,4.6000000000000005
47,4.7,0.0,0.0,0.0,4.7
48,4.800000000000001,0.0,0.0,0.0,4.800000000000001
49,4.9,0.0,0.0,0.0,4.9
50,5.0,0.0,0.0,0.0,5.0
51,5.1000000000000005,0.0,0.0,0.0,5.1000000000000005
52,5.2,0.0,0.0,0.0,5.2
53,5.300000000000001,0.0,0.0,0.0,5.300000000000001
54,5.4,0.0,0.0,0.0,5.4
55,5.5,0.0,0.0,0.0,5.5
56,5.6000000000000005,0.0,0.0,0.0,5.6000000000000005
57,5.7,0.0,0.0,0.0,5.7
58,5.800000000000001,0.0,0.0,0.0,5.800000000000001
59,5.9,0.0,0.0,0.0,5.9
60,6.0,0.0,0.0,0.0,6.0
61,6.1000000000000005,0.0,0.0,0.0,6.1000000000000005
62,6.2,0.0,0.0,0.0,6.2
63,6.300000000000001,0.0,0.0,0.0,6.300000000000001
64,6.4,0.0,0.0,0.0,6.4
65,6.5,0.0,0.0,0.0,6.5
66,6.6000000000000005,0.0,0.0,0.0,6.6000000000000005
67,6.7,0.0,0.0,0.0,6.7
68,6.800000000000001,0.0,0.0,0.0,6.800000000000001
69,6.9,0.0,0.0,0.0,6.9
70,7.0,0.0,0.0,0.0,7.0
71,7.1000000000000005,0.0,0.0,0.0,7.1000000000000005
72,7.2,0.0,0.0,0.0,7.2
73,7.300000000000001,0.0,0.0,0.0,7.300000000000001
74,7.4,0.0,0.0,0.0,7.4
75,7.5,0.0,0.0,0.0,7.5
76,7.6000000000000005,0.0,0.0,0.0,7.6000000000000005
77,7.7,0.0,0.0,0.0,7.7
78,7.800000000000001,0.0,0.0,0.0,7.800000000000001
79,7.9,0.0,0.0,0.0,7.9
